X,Y,x,sqx,xy,te
707.4,0,130.19999999999993,16952.039999999983,0,1818.3847910635927
708,0,130.79999999999995,17108.63999999999,0,1828.026933797089
708.6,1164.5,131.39999999999998,17265.959999999995,153015.29999999996,1837.7134082213142
709.2,3151.1,132,17424,415945.2,1847.444214336268
709.8,3151.1,132.5999999999999,17582.759999999977,417835.8599999997,1857.219352141949
710.4,1757.7,133.19999999999993,17742.239999999983,234125.6399999999,1867.0388216383603
711,2345.2,133.79999999999995,17902.439999999988,313787.7599999999,1876.9026228255002
711.6,2479.5,134.39999999999998,18063.359999999993,333244.79999999993,1886.810755703369
712.2,0,135,18225,0,1896.7632202719665
712.8,0,135.5999999999999,18387.359999999975,0,1906.760016531291
713.4,2552.4,136.19999999999993,18550.43999999998,347636.87999999983,1916.801144481346
714,3041.7,136.79999999999995,18714.239999999987,416104.5599999998,1926.8866041221295
714.6,3041.7,137.39999999999998,18878.759999999995,417929.5799999999,1937.016395453642
715.2,3061.7,138,19044,422514.6,1947.190518475883
715.8,2432.2,138.5999999999999,19209.959999999974,337102.91999999975,1957.4089731888507
716.4,1311,139.19999999999993,19376.63999999998,182491.19999999992,1967.6717595925493
717,1311,139.79999999999995,19544.039999999986,183277.79999999993,1977.9788776869768
717.6,0,140.39999999999998,19712.159999999993,0,1988.3303274721325
718.2,0.1,141,19881,14.100000000000001,1998.7261089480176
718.8,0,141.5999999999999,20050.559999999976,0,2009.166222114629
719.4,0,142.19999999999993,20220.839999999982,0,2019.650666971971
720,0.1,142.79999999999995,20391.839999999986,14.279999999999996,2030.1794435200418
720.6,0,143.39999999999998,20563.559999999994,0,2040.7525517588415
721.2,0,144,20736,0,2051.3699916883697
721.8,0,144.5999999999999,20909.159999999974,0,2062.0317633086247
722.4,0.1,145.19999999999993,21083.03999999998,14.519999999999994,2072.7378666196105
723,0,145.79999999999995,21257.63999999999,0,2083.488301621325
723.6,0,146.39999999999998,21432.959999999992,0,2094.283068313768
724.2,0,147,21609,0,2105.12216669694
724.8,0,147.5999999999999,21785.759999999973,0,2116.0055967708386
725.4,0,148.19999999999993,21963.23999999998,0,2126.933358535468
726,0,148.79999999999995,22141.439999999988,0,2137.905451990826
726.6,0,149.39999999999998,22320.359999999993,0,2148.921877136913
727.2,0.1,150,22500,15,2159.9826339737283
727.8,0,150.5999999999999,22680.35999999997,0,2171.08772250127
728.4,0,151.19999999999993,22861.43999999998,0,2182.2371427195435
729,0,151.79999999999995,23043.239999999987,0,2193.430894628545
729.6,0,152.39999999999998,23225.759999999995,0,2204.6689782282756
730.2,0,153,23409,0,2215.951393518734
730.8,142.7,153.5999999999999,23592.959999999974,21918.719999999987,2227.27814049992
731.4,640,154.19999999999993,23777.639999999978,98687.99999999996,2238.6492191718366
732,0.2,154.79999999999995,23963.039999999986,30.959999999999994,2250.064629534482
732.6,0,155.39999999999998,24149.159999999993,0,2261.524371587856
733.2,253.4,156,24336,39530.4,2273.0284453319587
733.8,253.4,156.5999999999999,24523.559999999972,39682.43999999998,2284.5768507667876
734.4,354.8,157.19999999999993,24711.83999999998,55774.559999999976,2296.169587892348
735,120.8,157.79999999999995,24900.839999999986,19062.239999999994,2307.8066567086366
735.6,0.1,158.39999999999998,25090.559999999994,15.839999999999998,2319.4880572156544
736.2,0,159,25281,0,2331.2137894134007
736.8,0,159.5999999999999,25472.15999999997,0,2342.9838533018733
737.4,0,160.19999999999993,25664.03999999998,0,2354.798248881077
738,0,160.79999999999995,25856.639999999985,0,2366.6569761510095
738.6,0,161.39999999999998,26049.959999999992,0,2378.5600351116705
739.2,0.9,162,26244,145.8,2390.5074257630604
739.8,2906.4,162.5999999999999,26438.75999999997,472580.6399999997,2402.4991481051766
740.4,3151.4,163.19999999999993,26634.239999999976,514308.4799999998,2414.535202138024
741,3152.2,163.79999999999995,26830.439999999984,516330.3599999998,2426.6155878616
741.6,360.7,164.39999999999998,27027.359999999993,59299.07999999999,2438.740305275905
742.2,0,165,27225,0,2450.9093543809386
742.8,0,165.5999999999999,27423.35999999997,0,2463.1227351766984
743.4,3122.9,166.19999999999993,27622.439999999977,519025.9799999998,2475.380447663189
744,852.8,166.79999999999995,27822.239999999983,142247.03999999995,2487.6824918404086
744.6,1923.3,167.39999999999998,28022.75999999999,321960.4199999999,2500.028867708357
745.2,3152.3,168,28224,529586.4,2512.4195752670344
745.8,1699.8,168.5999999999999,28425.95999999997,286586.27999999985,2524.854614516438
746.4,2022.7,169.19999999999993,28628.639999999978,342240.83999999985,2537.3339854565725
747,400.3,169.79999999999995,28832.039999999986,67970.93999999999,2549.8576880874357
747.6,53.3,170.39999999999998,29036.159999999993,9082.319999999998,2562.4257224090275
748.2,0,171,29241,0,2575.038088421348
748.8,0,171.5999999999999,29446.55999999997,0,2587.6947861243953
749.4,0,172.19999999999993,29652.83999999998,0,2600.3958155181735
750,0,172.79999999999995,29859.839999999986,0,2613.14117660268
750.6,0,173.39999999999998,30067.55999999999,0,2625.9308693779153
751.2,0,174,30276,0,2638.7648938438797
751.8,0,174.5999999999999,30485.159999999967,0,2651.6432500005703
752.4,0,175.19999999999993,30695.039999999975,0,2664.5659378479922
753,0,175.79999999999995,30905.639999999985,0,2677.5329573861427
753.6,0,176.39999999999998,31116.959999999992,0,2690.5443086150217
754.2,0,177,31329,0,2703.5999915346297
754.8,0,177.5999999999999,31541.75999999997,0,2716.700006144964
755.4,0,178.19999999999993,31755.239999999976,0,2729.844352446029
756,0,178.79999999999995,31969.439999999984,0,2743.033030437823
756.6,0,179.39999999999998,32184.359999999993,0,2756.2660401203457
757.2,0,180,32400,0,2769.5433814935973
757.8,0,180.5999999999999,32616.359999999968,0,2782.865054557575
758.4,0,181.19999999999993,32833.43999999997,0,2796.231059312284
759,90.5,181.79999999999995,33051.23999999998,16452.899999999994,2809.6413957577215
759.6,3131.9,182.39999999999998,33269.759999999995,571258.5599999999,2823.096063893888
760.2,2502.1,183,33489,457884.3,2836.595063720783
760.8,982.1,183.5999999999999,33708.95999999997,180313.5599999999,2850.1383952384044
761.4,3152.4,184.19999999999993,33929.63999999998,580672.0799999998,2863.7260584467567
762,2245.5,184.79999999999995,34151.039999999986,414968.3999999999,2877.358053345838
762.6,0,185.39999999999998,34373.15999999999,0,2891.034379935648
763.2,0,186,34596,0,2904.7550382161867
763.8,0,186.5999999999999,34819.55999999997,0,2918.5200281874513
764.4,0,187.19999999999993,35043.839999999975,0,2932.329349849447
765,474.3,187.79999999999995,35268.83999999998,89073.53999999998,2946.183003202172
765.6,3155.5,188.39999999999998,35494.55999999999,594496.2,2960.0809882456256
766.2,1762.1,189,35721,333036.89999999997,2974.023304979808
766.8,0,189.5999999999999,35948.15999999997,0,2988.0099534047163
767.4,1126.4,190.19999999999993,36176.03999999997,214241.27999999994,3002.040933520356
768,3152.3,190.79999999999995,36404.639999999985,601458.8399999999,3016.1162453267243
768.6,2265.4,191.39999999999998,36633.95999999999,433597.55999999994,3030.2358888238214
769.2,2134.3,192,36864,409785.60000000003,3044.3998640116474
769.8,427.1,192.5999999999999,37094.759999999966,82259.45999999996,3058.6081708901993
770.4,397.2,193.19999999999993,37326.239999999976,76739.03999999996,3072.860809459483
771,0.1,193.79999999999995,37558.43999999998,19.379999999999995,3087.1577797194946
771.6,0,194.39999999999998,37791.35999999999,0,3101.4990816702352
772.2,0,195,38025,0,3115.884715311705
772.8,0.1,195.5999999999999,38259.359999999964,19.55999999999999,3130.3146806439004
773.4,0,196.19999999999993,38494.43999999997,0,3144.788977666827
774,0,196.79999999999995,38730.23999999998,0,3159.307606380483
774.6,0,197.39999999999998,38966.75999999999,0,3173.8705667848667
775.2,1129.1,198,39204,223561.8,3188.47785887998
775.8,3113.6,198.5999999999999,39441.95999999996,618360.9599999997,3203.129482665819
776.4,62.6,199.19999999999993,39680.63999999997,12469.919999999996,3217.8254381423894
777,0,199.79999999999995,39920.03999999998,0,3232.5657253096883
777.6,0,200.39999999999998,40160.15999999999,0,3247.3503441677167
778.2,0,201,40401,0,3262.179294716473
778.8,0,201.5999999999999,40642.55999999996,0,3277.052576955956
779.4,0,202.19999999999993,40884.839999999975,0,3291.9701908861703
780,0,202.79999999999995,41127.83999999998,0,3306.932136507113
780.6,0,203.39999999999998,41371.55999999999,0,3321.9384138187843
781.2,0,204,41616,0,3336.9890228211843
781.8,0,204.5999999999999,41861.15999999996,0,3352.08396351431
782.4,0,205.19999999999993,42107.03999999997,0,3367.2232358981682
783,488.5,205.79999999999995,42353.639999999985,100533.29999999997,3382.406839972755
783.6,2559.1,206.39999999999998,42600.95999999999,528198.2399999999,3397.63477573807
784.2,1920.3,207,42849,397502.1,3412.9070431941136
784.8,0,207.5999999999999,43097.759999999966,0,3428.2236423408835
785.4,0,208.19999999999993,43347.23999999997,0,3443.5845731783843
786,0,208.79999999999995,43597.43999999998,0,3458.9898357066145
786.6,0,209.39999999999998,43848.35999999999,0,3474.4394299255737
787.2,848.5,210,44100,178185,3489.9333558352605
787.8,3153.3,210.5999999999999,44352.359999999964,664084.9799999997,3505.471613435674
788.4,1034.5,211.19999999999993,44605.43999999997,218486.39999999994,3521.054202726819
789,1644,211.79999999999995,44859.23999999998,348199.19999999995,3536.6811237086927
789.6,1466.4,212.39999999999998,45113.75999999999,311463.36,3552.3523763812946
790.2,781,213,45369,166353,3568.067960744626
790.8,973.2,213.5999999999999,45624.95999999996,207875.51999999993,3583.8278767986826
791.4,1124.5,214.19999999999993,45881.63999999997,240867.89999999994,3599.632124543471
792,1124.5,214.79999999999995,46139.03999999998,241542.59999999995,3615.480703978988
792.6,1322.7,215.39999999999998,46397.15999999999,284909.57999999996,3631.373615105234
793.2,494.8,216,46656,106876.8,3647.310857922209
793.8,1.3,216.5999999999999,46915.55999999996,281.57999999999987,3663.2924324299092
794.4,0.1,217.19999999999993,47175.83999999997,21.719999999999995,3679.318338628341
795,0,217.79999999999995,47436.83999999998,0,3695.388576517502
795.6,0,218.39999999999998,47698.55999999999,0,3711.5031460973914
796.2,0,219,47961,0,3727.6620473680096
796.8,0.1,219.5999999999999,48224.15999999996,21.959999999999994,3743.8652803293535
797.4,0,220.19999999999993,48488.03999999997,0,3760.112844981429
798,0,220.79999999999995,48752.63999999998,0,3776.4047413242333
798.6,0,221.39999999999998,49017.95999999999,0,3792.740969357767
799.2,0.1,222,49284,22.200000000000003,3809.1215290820287
799.8,0,222.5999999999999,49550.75999999996,0,3825.546420497016
800.4,0.1,223.19999999999993,49818.23999999997,22.319999999999993,3842.015643602735
801,349.1,223.79999999999995,50086.43999999998,78128.57999999999,3858.5291983991833
801.6,3154.4,224.39999999999998,50355.35999999999,707847.36,3875.08708488636
802.2,1688.5,225,50625,379912.5,3891.6893030642655
802.8,1688.5,225.5999999999999,50895.35999999996,380925.59999999986,3908.335852932896
803.4,1358.8,226.19999999999993,51166.439999999966,307360.5599999999,3925.026734492259
804,0,226.79999999999995,51438.239999999976,0,3941.7619477423505
804.6,0,227.39999999999998,51710.75999999999,0,3958.541492683171
805.2,0,228,51984,0,3975.36536931472
805.8,0,228.5999999999999,52257.959999999955,0,3992.2335776369946
806.4,0,229.19999999999993,52532.63999999997,0,4009.146117650001
807,0,229.79999999999995,52808.03999999998,0,4026.102989353736
807.6,0,230.39999999999998,53084.15999999999,0,4043.1041927482
808.2,0,231,53361,0,4060.1497278333927
808.8,0,231.5999999999999,53638.55999999996,0,4077.239594609311
809.4,0,232.19999999999993,53916.83999999997,0,4094.3737930759607
810,0,232.79999999999995,54195.83999999998,0,4111.55232323334
810.6,0,233.39999999999998,54475.55999999999,0,4128.775185081447
811.2,0,234,54756,0,4146.042378620283
811.8,1750,234.5999999999999,55037.15999999996,410549.9999999998,4163.353903849845
812.4,3151.6,235.19999999999993,55319.039999999964,741256.3199999997,4180.709760770138
813,1128.2,235.79999999999995,55601.63999999998,266029.55999999994,4198.109949381161
813.6,0,236.39999999999998,55884.95999999999,0,4215.554469682912
814.2,1643.6,237,56169,389533.19999999995,4233.043321675392
814.8,3152.1,237.5999999999999,56453.75999999996,748938.9599999997,4250.576505358597
815.4,2816.6,238.19999999999993,56739.23999999997,670914.1199999998,4268.154020732534
816,2496.2,238.79999999999995,57025.43999999998,596092.5599999998,4285.775867797201
816.6,2496.2,239.39999999999998,57312.359999999986,597590.2799999999,4303.442046552595
817.2,0,240,57600,0,4321.152556998718
817.8,0,240.5999999999999,57888.35999999996,0,4338.907399135567
818.4,0,241.19999999999993,58177.439999999966,0,4356.706572963148
819,0,241.79999999999995,58467.239999999976,0,4374.550078481458
819.6,0,242.39999999999998,58757.75999999999,0,4392.437915690495
820.2,21.4,243,59049,5200.2,4410.370084590263
820.8,3044,243.5999999999999,59340.959999999955,741518.3999999997,4428.346585180755
821.4,3044,244.19999999999993,59633.63999999997,743344.7999999998,4446.36741746198
822,0,244.79999999999995,59927.03999999998,0,4464.432581433933
822.6,0,245.39999999999998,60221.15999999999,0,4482.542077096615
823.2,0,246,60516,0,4500.695904450025
823.8,0,246.5999999999999,60811.559999999954,0,4518.894063494161
824.4,0.1,247.19999999999993,61107.83999999997,24.719999999999995,4537.136554229029
825,0,247.79999999999995,61404.839999999975,0,4555.423376654626
825.6,0,248.39999999999998,61702.55999999999,0,4573.7545307709515
826.2,0,249,62001,0,4592.130016578006
826.8,0,249.5999999999999,62300.15999999995,0,4610.549834075785
827.4,607.4,250.19999999999993,62600.039999999964,151971.47999999995,4629.013983264296
828,3050.1,250.79999999999995,62900.63999999998,764965.0799999998,4647.522464143537
828.6,1737,251.39999999999998,63201.95999999999,436681.8,4666.075276713506
829.2,2638.2,252,63504,664826.3999999999,4684.672420974203
829.8,0,252.5999999999999,63806.75999999995,0,4703.313896925627
830.4,0,253.19999999999993,64110.23999999997,0,4721.999704567782
831,286.5,253.79999999999995,64414.43999999998,72713.69999999998,4740.729843900666
831.6,286.5,254.39999999999998,64719.359999999986,72885.59999999999,4759.504314924278
832.2,1390.1,255,65025,354475.5,4778.32311763862
832.8,3152.5,255.5999999999999,65331.35999999996,805778.9999999998,4797.186252043687
833.4,1669.1,256.19999999999993,65638.43999999996,427623.41999999987,4816.093718139485
834,793.8,256.79999999999995,65946.23999999998,203847.83999999994,4835.045515926013
834.6,0,257.4,66254.76,0,4854.041645403269
835.2,0,258,66564,0,4873.082106571254
835.8,0,258.5999999999999,66873.95999999995,0,4892.166899429964
836.4,0,259.19999999999993,67184.63999999997,0,4911.296023979407
837,0,259.79999999999995,67496.03999999998,0,4930.469480219578
837.6,0,260.4,67808.15999999999,0,4949.687268150478
838.2,0,261,68121,0,4968.949387772106
838.8,0,261.5999999999999,68434.55999999995,0,4988.255839084461
839.4,0,262.19999999999993,68748.83999999997,0,5007.606622087546
840,0,262.79999999999995,69063.83999999998,0,5027.001736781362
840.6,0,263.4,69379.55999999998,0,5046.4411831659045
841.2,0,264,69696,0,5065.924961241177
841.8,0,264.5999999999999,70013.15999999995,0,5085.453071007173
842.4,2511.7,265.19999999999993,70331.03999999996,666102.8399999997,5105.025512463903
843,1833,265.79999999999995,70649.63999999997,487211.3999999999,5124.642285611361
843.6,2010.5,266.4,70968.95999999999,535597.2,5144.303390449549
844.2,2600.6,267,71289,694360.2,5164.008826978465
844.8,0.1,267.5999999999999,71609.75999999995,26.75999999999999,5183.7585951981055
845.4,0,268.19999999999993,71931.23999999996,0,5203.5526951084785
846,0,268.79999999999995,72253.43999999997,0,5223.39112670958
846.6,2093.7,269.4,72576.35999999999,564042.7799999999,5243.273890001411
847.2,3138.2,270,72900,847314,5263.200984983971
847.8,1055.3,270.5999999999999,73224.35999999996,285564.1799999999,5283.172411657255
848.4,657.3,271.19999999999993,73549.43999999996,178259.75999999995,5303.188170021272
849,1586.2,271.79999999999995,73875.23999999998,431129.1599999999,5323.248260076018
849.6,1315,272.4,74201.76,358205.99999999994,5343.352681821492
850.2,3152.2,273,74529,860550.6,5363.5014352576945
850.8,2544.6,273.5999999999999,74856.95999999995,696202.5599999997,5383.694520384623
851.4,765.4,274.19999999999993,75185.63999999996,209872.67999999993,5403.931937202282
852,0,274.79999999999995,75515.03999999998,0,5424.2136857106725
852.6,0,275.4,75845.15999999999,0,5444.53976590979
853.2,0,276,76176,0,5464.910177799637
853.8,0,276.5999999999999,76507.55999999995,0,5485.324921380208
854.4,0,277.19999999999993,76839.83999999997,0,5505.783996651512
855,0,277.79999999999995,77172.83999999998,0,5526.2874036135445
855.6,0,278.4,77506.55999999998,0,5546.835142266305
856.2,0,279,77841,0,5567.427212609796
856.8,1373.6,279.5999999999999,78176.15999999995,384058.5599999998,5588.063614644011
857.4,3151.9,280.19999999999993,78512.03999999996,883162.3799999998,5608.7443483689585
858,1056.5,280.79999999999995,78848.63999999997,296665.19999999995,5629.4694137846345
858.6,2101.2,281.4,79185.95999999999,591277.6799999999,5650.23881089104
859.2,3152.3,282,79524,888948.6000000001,5671.052539688174
859.8,3152.4,282.5999999999999,79862.75999999995,890868.2399999998,5691.910600176033
860.4,2864.2,283.19999999999993,80202.23999999996,811141.4399999997,5712.812992354624
861,0,283.79999999999995,80542.43999999997,0,5733.7597162239435
861.6,2648.4,284.4,80883.35999999999,753204.96,5754.750771783992
862.2,2780.2,285,81225,792357,5775.786159034769
862.8,524.5,285.5999999999999,81567.35999999994,149797.19999999995,5796.865877976271
863.4,0,286.19999999999993,81910.43999999996,0,5817.9899286085065
864,0.1,286.79999999999995,82254.23999999998,28.679999999999996,5839.15831093147
864.6,0,287.4,82598.75999999998,0,5860.3710249451615
865.2,0,288,82944,0,5881.628070649583
865.8,0,288.5999999999999,83289.95999999995,0,5902.929448044729
866.4,0.1,289.19999999999993,83636.63999999996,28.919999999999995,5924.275157130607
867,0.1,289.79999999999995,83984.03999999998,28.979999999999997,5945.665197907215
867.6,1257.8,290.4,84332.15999999999,365265.11999999994,5967.09957037455
868.2,1257.8,291,84681,366019.8,5988.578274532615
868.8,527.5,291.5999999999999,85030.55999999995,153818.99999999994,6010.101310381404
869.4,527.5,292.19999999999993,85380.83999999997,154135.49999999997,6031.668677920927
870,0,292.79999999999995,85731.83999999997,0,6053.280377151176
870.6,0,293.4,86083.55999999998,0,6074.936408072156
871.2,0,294,86436,0,6096.636770683865
871.8,0,294.5999999999999,86789.15999999995,0,6118.381464986297
872.4,0,295.19999999999993,87143.03999999996,0,6140.170490979463
873,0,295.79999999999995,87497.63999999997,0,6162.003848663357
873.6,0,296.4,87852.95999999999,0,6183.88153803798
874.2,0,297,88209,0,6205.803559103331
874.8,0,297.5999999999999,88565.75999999995,0,6227.769911859408
875.4,0,298.19999999999993,88923.23999999996,0,6249.780596306217
876,0,298.79999999999995,89281.43999999997,0,6271.835612443755
876.6,0,299.4,89640.35999999999,0,6293.934960272021
877.2,0,300,90000,0,6316.078639791017
877.8,1546.3,300.5999999999999,90360.35999999994,464817.77999999985,6338.266651000737
878.4,1546.3,301.19999999999993,90721.43999999996,465745.5599999999,6360.498993901189
879,0,301.79999999999995,91083.23999999998,0,6382.775668492372
879.6,0,302.4,91445.75999999998,0,6405.096674774281
880.2,1019.4,303,91809,308878.2,6427.462012746921
880.8,3152.1,303.5999999999999,92172.95999999995,956977.5599999997,6449.871682410284
881.4,3152.1,304.19999999999993,92537.63999999996,958868.8199999997,6472.32568376438
882,0.5,304.79999999999995,92903.03999999998,152.39999999999998,6494.824016809206
882.6,1278.7,305.4,93269.15999999999,390514.98,6517.36668154476
883.2,3152.6,306,93636,964695.6,6539.9536779710415
883.8,3152.6,306.5999999999999,94003.55999999994,966587.1599999997,6562.585006088048
884.4,1286.9,307.19999999999993,94371.83999999995,395335.67999999993,6585.260665895788
885,3123,307.79999999999995,94740.83999999997,961259.3999999999,6607.980657394257
885.6,2865.9,308.4,95110.55999999998,883843.5599999999,6630.744980583455
886.2,2865.9,309,95481,885563.1,6653.5536354633805
886.8,424.5,309.5999999999999,95852.15999999995,131425.19999999995,6676.406622034032
887.4,0,310.19999999999993,96224.03999999996,0,6699.3039402954155
888,0,310.79999999999995,96596.63999999997,0,6722.245590247528
888.6,0,311.4,96969.95999999999,0,6745.231571890368
889.2,0,312,97344,0,6768.261885223938
889.8,0,312.5999999999999,97718.75999999994,0,6791.336530248232
890.4,919.3,313.19999999999993,98094.23999999996,287924.75999999995,6814.45550696326
891,3152.7,313.79999999999995,98470.43999999997,989317.2599999998,6837.6188153690155
891.6,1912.3,314.4,98847.35999999999,601227.12,6860.8264554655
892.2,279.1,315,99225,87916.5,6884.0784272527135
892.8,3117.1,315.5999999999999,99603.35999999994,983756.7599999997,6907.374730730651
893.4,3152.3,316.19999999999993,99982.43999999996,996757.2599999999,6930.715365899322
894,3152.3,316.79999999999995,100362.23999999998,998648.6399999999,6954.100332758721
894.6,600.3,317.4,100742.75999999998,190535.21999999997,6977.529631308849
895.2,771.8,318,101124,245432.4,7001.003261549707
895.8,3152.3,318.5999999999999,101505.95999999995,1004322.7799999998,7024.521223481288
896.4,3020.4,319.19999999999993,101888.63999999996,964111.6799999998,7048.0835171036015
897,270.2,319.79999999999995,102272.03999999996,86409.95999999998,7071.690142416644
897.6,1479.7,320.4,102656.15999999999,474095.88,7095.341099420417
898.2,172.8,321,103041,55468.8,7119.036388114917
898.8,0,321.5999999999999,103426.55999999994,0,7142.776008500142
899.4,0,322.19999999999993,103812.83999999995,0,7166.5599605761
900,0,322.79999999999995,104199.83999999997,0,7190.3882443427865
900.6,0,323.4,104587.55999999998,0,7214.260859800202
901.2,0,324,104976,0,7238.177806948346
901.8,0,324.5999999999999,105365.15999999995,0,7262.139085787215
902.4,0,325.19999999999993,105755.03999999995,0,7286.1446963168155
903,0.1,325.79999999999995,106145.63999999997,32.58,7310.194638537147
903.6,0,326.4,106536.95999999999,0,7334.288912448205
904.2,0,327,106929,0,7358.427518049993
904.8,0,327.5999999999999,107321.75999999994,0,7382.610455342505
905.4,0,328.19999999999993,107715.23999999996,0,7406.83772432575
906,2741.5,328.79999999999995,108109.43999999997,901405.1999999998,7431.109324999724
906.6,2925.6,329.4,108504.35999999999,963692.6399999999,7455.425257364426
907.2,3065.4,330,108900,1011582,7479.785521419858
907.8,1732.8,330.5999999999999,109296.35999999994,572863.6799999998,7504.190117166014
908.4,0,331.19999999999993,109693.43999999996,0,7528.639044602903
909,0,331.79999999999995,110091.23999999998,0,7553.13230373052
909.6,0,332.4,110489.75999999998,0,7577.669894548865
910.2,0,333,110889,0,7602.251817057941
910.8,0,333.5999999999999,111288.95999999993,0,7626.878071257739
911.4,0,334.19999999999993,111689.63999999996,0,7651.5486571482725
912,0,334.79999999999995,112091.03999999996,0,7676.263574729533
912.6,2931.2,335.4,112493.15999999999,983124.4799999999,7701.022824001523
913.2,1377,336,112896,462672,7725.826404964241
913.8,2161.9,336.5999999999999,113299.55999999994,727695.5399999998,7750.674317617684
914.4,2161.9,337.19999999999993,113703.83999999995,728992.6799999999,7775.566561961859
915,2966.7,337.79999999999995,114108.83999999997,1002151.2599999998,7800.503137996764
915.6,1672.9,338.4,114514.55999999998,566109.36,7825.484045722398
916.2,1672.9,339,114921,567113.1,7850.50928513876
916.8,0,339.5999999999999,115328.15999999995,0,7875.5788562458465
917.4,0,340.19999999999993,115736.03999999995,0,7900.692759043665
918,0,340.79999999999995,116144.63999999997,0,7925.850993532214
918.6,0,341.4,116553.95999999998,0,7951.05355971149
919.2,0,342,116964,0,7976.300457581497
919.8,0,342.5999999999999,117374.75999999994,0,8001.591687142226
920.4,0,343.19999999999993,117786.23999999995,0,8026.927248393689
921,2441.1,343.79999999999995,118198.43999999997,839250.1799999998,8052.307141335881
921.6,2262.3,344.4,118611.35999999999,779136.12,8077.731365968802
922.2,0,345,119025,0,8103.199922292451
922.8,0,345.5999999999999,119439.35999999994,0,8128.712810306824
923.4,0,346.19999999999993,119854.43999999996,0,8154.270030011931
924,0,346.79999999999995,120270.23999999996,0,8179.871581407766
924.6,0,347.4,120686.75999999998,0,8205.51746449433
925.2,0,348,121104,0,8231.207679271623
925.8,419.6,348.5999999999999,121521.95999999993,146272.55999999997,8256.94222573964
926.4,1777.5,349.19999999999993,121940.63999999996,620702.9999999999,8282.721103898391
927,1777.5,349.79999999999995,122360.03999999996,621769.4999999999,8308.544313747869
927.6,12.5,350.4,122780.15999999999,4380,8334.411855288077
928.2,3018.4,351,123201,1059458.4000000001,8360.323728519013
928.8,2964.7,351.5999999999999,123622.55999999994,1042388.5199999997,8386.279933440674
929.4,22.5,352.19999999999993,124044.83999999995,7924.499999999998,8412.280470053069
930,1447.3,352.79999999999995,124467.83999999997,510607.43999999994,8438.325338356191
930.6,1447.3,353.4,124891.55999999998,511475.81999999995,8464.414538350042
931.2,2432.8,354,125316,861211.2000000001,8490.548070034622
931.8,1814.8,354.5999999999999,125741.15999999993,643528.0799999998,8516.725933409925
932.4,0,355.19999999999993,126167.03999999995,0,8542.948128475964
933,0,355.79999999999995,126593.63999999997,0,8569.21465523273
933.6,0,356.4,127020.95999999998,0,8595.525513680224
934.2,0,357,127449,0,8621.880703818448
934.8,0,357.5999999999999,127877.75999999994,0,8648.280225647395
935.4,0,358.19999999999993,128307.23999999995,0,8674.724079167077
936,0,358.79999999999995,128737.43999999997,0,8701.212264377487
936.6,0.1,359.4,129168.35999999999,35.94,8727.744781278625
937.2,0,360,129600,0,8754.321629870492
937.8,0,360.5999999999999,130032.35999999993,0,8780.942810153083
938.4,0,361.19999999999993,130465.43999999994,0,8807.608322126407
939,0,361.79999999999995,130899.23999999996,0,8834.31816579046
939.6,0,362.4,131333.75999999998,0,8861.072341145244
940.2,0,363,131769,0,8887.870848190754
940.8,1151.4,363.5999999999999,132204.95999999993,418649.0399999999,8914.713686926989
941.4,3152.6,364.19999999999993,132641.63999999996,1148176.9199999997,8941.600857353958
942,1403.1,364.79999999999995,133079.03999999998,511850.8799999999,8968.532359471656
942.6,57.8,365.4,133517.15999999997,21120.12,8995.50819328008
943.2,56,366,133956,20496,9022.528358779235
943.8,0,366.5999999999999,134395.55999999994,0,9049.592855969113
944.4,0,367.19999999999993,134835.83999999994,0,9076.701684849724
945,0,367.79999999999995,135276.83999999997,0,9103.854845421065
945.6,260.1,368.4,135718.56,95820.84,9131.052337683135
946.2,3047.9,369,136161,1124675.1,9158.294161635933
946.8,1337,369.5999999999999,136604.15999999995,494155.1999999999,9185.580317279455
947.4,1337,370.19999999999993,137048.03999999995,494957.3999999999,9212.91080461371
948,1008.1,370.79999999999995,137492.63999999996,373803.48,9240.285623638694
948.6,3152.4,371.4,137937.96,1170801.3599999999,9267.704774354408
949.2,2196.5,372,138384,817098,9295.16825676085
949.8,0,372.5999999999999,138830.75999999992,0,9322.676070858013
950.4,2233.5,373.19999999999993,139278.23999999996,833542.1999999998,9350.228216645914
951,2862.6,373.79999999999995,139726.43999999997,1070039.88,9377.824694124542
951.6,1869.9,374.4,140175.36,700090.5599999999,9405.465503293897
952.2,532.7,375,140625,199762.50000000003,9433.150644153982
952.8,532.7,375.5999999999999,141075.35999999993,200082.11999999997,9460.880116704791
953.4,0,376.19999999999993,141526.43999999994,0,9488.653920946334
954,0,376.79999999999995,141978.23999999996,0,9516.472056878605
954.6,0,377.4,142430.75999999998,0,9544.334524501606
955.2,0,378,142884,0,9572.241323815335
955.8,0,378.5999999999999,143337.95999999993,0,9600.192454819788
956.4,0,379.19999999999993,143792.63999999996,0,9628.187917514973
957,1167.5,379.79999999999995,144248.03999999998,443416.49999999994,9656.227711900889
957.6,1167.5,380.4,144704.15999999997,444117,9684.311837977531
958.2,3123.1,381,145161,1189901.0999999999,9712.440295744904
958.8,1585.5,381.5999999999999,145618.55999999994,605026.7999999998,9740.613085203
959.4,0,382.19999999999993,146076.83999999994,0,9768.83020635183
960,0,382.79999999999995,146535.83999999997,0,9797.091659191388
